SKU,Nombre,Precio,Existencias,Costo,Proveedor,Status,Vencimiento,CategoriaPrincipal,Subcategoria,UnidadMedida
RKQ-DM30,Serum Facial de Arroz Erha21 30ml, 30.00,3.0, 25.00,VB,Inactive,2026-06-01,Cuidado personal,Serum facial,24
RKQ-2609,Serum Facial de Colágeno Erha21 30ml, 30.00,399.0, 25.00,VB,Active,2026-06-01,Cuidado personal,Serum facial,24
KQ-6201,Serum Facial Vitamina C Erha21 30ml, 30.00,465.0, 25.00,VB,Active,2026-06-01,Cuidado personal,Serum facial,24
RX150X,Limpiador Facial 150ml Multi proposito, 53.00,181.0, 45.00,VB,Active,2026-05-01,Maquillaje,Desmaquillante ó Limpiador facial,12
KQ-VC150X,Limpiador Facial 150ml Vitamina C, 53.00,81.0, 45.00,VB,Active,2026-03-01,Maquillaje,Desmaquillante ó Limpiador facial,12
KQ-VE100,Serum Facial de Vitamina E 100ml, 48.00,142.0, 40.00,VB,Active,2026-03-01,Cuidado personal,Serum facial,12
KQ-BNS100,Serum Facial de Acido Hialuronico 100ml, 48.00,250.0, 40.00,VB,Active,2026-03-01,Cuidado personal,Serum facial,12
KQ-DM100,Serum Facial de Arroz 100ml, 48.00,179.0, 40.00,VB,Active,2026-06-01,Cuidado personal,Serum facial,12
S2-0064,Pala Plastica cuadrada Stay, 23.00,0.0, 19.00,Stay,Inactive,2029-01-26,Cuidado personal,Pala para pedicure,12
S2-0287,Perfiladora De Ceja 2 pzas Stay, 36.00,0.0, 32.00,Stay,Inactive,2029-01-26,Maquillaje,Perfiladoras,12
S2-0122,Espejo personal ovalado Stay, 37.00,0.0, 28.00,Stay,Inactive,2029-01-01,Maquillaje,Espejo,12
S2-0759,Set de esponjas para maquillar Stay, 25.00,24.0, 22.00,Stay,Active,2029-01-01,Maquillaje,Esponjas de maquillaje,12
S2-0737,Cepillo peinilla para Cabello Stay, 26.00,233.0, 22.00,Stay,Active,2029-01-01,Maquillaje,"Cepillo, peines y peinillas",12
S2-1035,Cepillo Para Cabello Stay Osito, 52.00,24.0, 44.00,Stay,Inactive,2029-01-26,Maquillaje,"Cepillo, peines y peinillas",12
S2-1276,Set para Ceja Set 3 Pzas, 36.00,0.0, 32.00,Stay,Inactive,2029-01-26,Cuidado personal,Tijera,12
S2-1371,Rizador de Pestaña Stay, 41.00,60.0, 36.00,Stay,Active,2029-01-01,Maquillaje,Encrespador,12
S21-021,Pincel Para Uñas, 14.00,22.0, 12.00,Stay,Active,2026-01-01,Maquillaje,Uñas,12
S29-1193,Esponja Facial Stay 6 piezas, 33.00,107.0, 29.00,Stay,Active,2029-01-01,Maquillaje,Esponjas de maquillaje,6
S37-0884,Pala para Pedicure Madera Stay, 24.00,0.0, 21.00,Stay,Inactive,2029-01-01,Cuidado personal,Pala para pedicure,12
S6-1363,Mascara Stay ultra volumen, 35.00,216.0, 31.00,Stay,Active,2025-12-01,Maquillaje,Mascara,24
S7-001,Mascara Stay transparente en gel, 33.00,360.0, 29.00,Stay,Active,2026-05-01,Maquillaje,Mascara,24
SD31936,Ampolla Facial con Vitamina C 7pcs x 2ml, 33.00,129.0, 28.00,VB,Active,2025-08-01,Cuidado personal,Serum facial,12
SD31943,Ampolla Facial 24K Gold 7pcs x 2ml, 33.00,113.0, 28.00,VB,Active,2025-11-01,Cuidado personal,Serum facial,12
SD30878,Ampolla Facial con Acido Hialuronico 7pcs x 2ml, 33.00,27.0, 28.00,VB,Active,2026-07-01,Cuidado personal,Serum facial,12
SE812,Sombra para ojos y contorno Scanlon, 33.00,207.0, 28.00,VB,Active,2027-01-01,Maquillaje,Sombra,12
SE872,Sombra Scanlon 35 tonos, 83.00,316.0, 70.00,VB,Active,2027-01-01,Maquillaje,Sombra,6
ST3312,Corrector Anthaway Alta definición, 12.00,1176.0, 10.00,VB,Active,2028-05-01,Maquillaje,Corrector,24
ST3315,Corrector Anthaway Babe Skin, 13.00,1992.0, 11.00,VB,Active,2028-05-01,Maquillaje,Corrector,24
ST3343,Base Anthaway Multiefecto, 13.00,456.0, 11.00,VB,Active,2027-03-01,Maquillaje,Base de maquillaje,24
ST3362,Base para maquillaje Super Stay, 13.00,336.0, 11.00,VB,Active,2027-12-01,Maquillaje,Base de maquillaje,24
ST3373,Corrector Anthaway 36 horas, 12.00,1991.0, 10.00,VB,Active,2028-03-01,Maquillaje,Corrector,24
ST3816A,Mascara Anthaway transparente azul, 10.00,2304.0, 8.00,VB,Active,2028-04-01,Maquillaje,Mascara,48
ST3817R,Mascara Anthaway transparente rosado, 10.00,3552.0, 8.00,VB,Active,2028-04-01,Maquillaje,Mascara,48
ST3828,Brillo Para Labios Anthaway azul, 10.00,1308.0, 8.00,VB,Active,2028-05-01,Maquillaje,Labios,12
ST3827,Brillo Para Labios Anthaway rosada, 10.00,1524.0, 8.00,VB,Active,2028-05-01,Maquillaje,Labios,12
V019,Body Spray amber romance 250ml, 71.00,33.0, 60.00,VB,Inactive,,Cuidado personal,Fragancias,18
WA-012,Rasuradora 3 Hojillas Wao azul!, 45.00,144.0, 40.00,Stay,Active,2029-01-01,Cuidado personal,Rasuradora,12
WA-223,Afeitadora 3 Hojillas morada, 38.00,250.0, 32.00,Stay,Active,2029-01-01,Cuidado personal,Rasuradora,12
Y3014,Primer Kaliya Beauty Vitamina C, 13.00,384.0, 11.00,VB,Active,2028-06-01,Maquillaje,Primers de maquillaje,24
Y3015,Primer Kaliya Beauty Unicor, 13.00,3136.0, 11.00,VB,Active,2028-06-01,Maquillaje,Primers de maquillaje,24
Z204,Primer Kaliya Beauty, 13.00,24.0, 11.00,VB,Active,2025-03-01,Maquillaje,Primers de maquillaje,24
F001,Base All Hours YvestSaintLaurent, 42.00,1132.0, 35.00,VB,Active,2026-01-01,Maquillaje,Base de maquillaje,12
M0281,Base Velvet Touch SPF+ 10 Million Pauline, 42.00,324.0, 35.00,VB,Active,2026-10-01,Maquillaje,Base de maquillaje,12
S6-1140A,Iluminador y bronceador Stay, 38.00,48.0, 33.00,Stay,Active,2025-07-01,Maquillaje,Iluminadores,24
T51037,Lápiz Labial Top Lady, 15.00,2112.0, 12.00,VB,Active,2028-06-01,Maquillaje,Labios,24
WHD-A03,Serum Facial de Aloe Vera 30ml, 31.00,62.0, 26.00,VB,Active,2025-09-01,Cuidado personal,Serum facial,12
161-003,Toallas Humedas 25pcs, 17.00,70.0, 14.00,VB,Active,2026-07-01,Cuidado personal,Toallas humedas,12
8171,Sombra AnyLady Only You, 42.00,1557.0, 35.00,VB,Active,2027-06-01,Maquillaje,Sombra,24
8138,Sombra AnyLady Little, 36.00,695.0, 30.00,VB,Active,2027-06-01,Maquillaje,Sombra,24
ST3351,Base Pro BB Cream Anthaway, 13.00,192.0, 11.00,VB,Active,2027-12-01,Maquillaje,Base de maquillaje,24
123,Bálsamo Para Labios Cute Fruit, 13.00,840.0, 11.00,VB,Active,2026-03-01,Maquillaje,Labios,24
161-009,Cosmetiquera, 59.00,0.0, 50.00,VB,Inactive,2029-01-01,Maquillaje,Cosmetiquera,12
161-008,Rizador De Pestaña Princess Art, 26.00,112.0, 22.00,VB,Active,2029-01-01,Maquillaje,Encrespador,12
H64026 C,Base Huda Beauty Fauxlens, 45.00,516.0, 38.00,VB,Active,2028-04-01,Maquillaje,Base de maquillaje,12
S6-1130,Delineador Liquido azul Stay, 29.00,141.0, 31.00,Stay,Active,2025-03-22,Maquillaje,Delineador,24
ST009,Primer L.A Girl Alta definición, 13.00,408.0, 11.00,VB,Active,2028-04-01,Maquillaje,Primers de maquillaje,24
WA-047,Sombra para ojos Wao!, 41.00,216.0, 36.00,Stay,Active,2026-05-01,Maquillaje,Sombra,24
974,Sombra AnyLady Dream Big, 48.00,84.0, 40.00,VB,Active,2027-05-01,Maquillaje,Sombra,12
8342,Balsamo + Exfoliante Labial, 33.00,1.0, 28.00,VB,Inactive,,Maquillaje,Labios,24
H7043,Iluminador con Glitter Huda Beauty, 26.00,2.0, 22.00,VB,Inactive,2028-10-01,Maquillaje,Iluminadores,24
F002,Base Loreal Paris Revital Fit, 36.00,837.0, 30.00,VB,Active,2026-01-01,Maquillaje,Base de maquillaje,12
6001,Protector Solar, 33.00,597.0, 28.00,VB,Active,2025-05-01,Cuidado personal,Protector Solar,12
BX3626,Piedra Jade, 33.00,1032.0, 28.00,VB,Active,2029-01-01,Maquillaje,Piedra Jade,12
BX-3503,Perfiladora De Ceja, 17.00,596.0, 14.00,VB,Active,2029-01-01,Maquillaje,Perfiladoras,12
M0273,Mascara de Pestañas 7D Million Pauline, 25.00,284.0, 21.00,VB,Active,2026-06-01,Maquillaje,Mascara,48
GJ7181,Limpiador Facial Retinol 100g, 50.00,65.0, 42.00,VB,Active,2026-05-01,Maquillaje,Desmaquillante ó Limpiador facial,12
JS-1228,Pegamento para Pestañas, 9.00,50.0, 7.00,VB,Active,2025-12-01,Maquillaje,Articulos para pestañas,12
DS51994,Contorno De Ojos 25ml, 42.00,336.0, 35.00,VB,Active,2028-06-01,Maquillaje,Contorno de ojos,24
BX3612,Set De Limpieza Facial, 77.00,101.0, 65.00,VB,Active,2029-01-01,Maquillaje,Esponjas de maquillaje,6
BX3535,Set De Maquillaje, 106.00,16.0, 90.00,VB,Active,2026-01-01,Maquillaje,Esponjas de maquillaje,4
8243,Mascara Para Pies, 36.00,24.0, 30.00,VB,Inactive,2025-12-01,Maquillaje,Mascara,12
SB802,Rubor Scalon, 71.00,167.0, 60.00,VB,Active,2028-01-01,Maquillaje,Blusher,12
M23-48,Mascara de Pestañas Sky High, 28.00,984.0, 23.00,VB,Active,2026-04-01,Maquillaje,Mascara,24
GJ7193,Serum Facial de Acido Hialuronico 40ml, 38.00,83.0, 32.00,VB,Active,2028-05-01,Cuidado personal,Serum facial,12
9603V,Polvo Compacto + Rubor Viktorisa Sempre, 38.00,0.0, 32.00,VB,Inactive,2027-12-01,Maquillaje,Polvo compacto,12
VS1712,Polvo Compacto y Bronceador Viktorisa Sempre, 38.00,720.0, 32.00,VB,Active,2026-01-01,Maquillaje,Polvo compacto,12
8294,Mascara de Pestañas 24H Sky High, 19.00,671.0, 16.00,VB,Active,2025-12-01,Maquillaje,Mascara,24
2188VS,Polvo Suelto Viktorisa Sempre, 30.00,912.0, 25.00,VB,Active,2026-12-01,Maquillaje,Polvo compacto,12
SZ-256,Brocha para maquillar 5 Pzas, 30.00,67.0, 25.00,VB,Active,2029-01-01,Maquillaje,Brochas para maquillar,12
M0195,Primer Million Pauline, 40.00,216.0, 34.00,VB,Active,2025-11-01,Maquillaje,Primers de maquillaje,12
9206N,Polvo Compacto Note Flash Touch 9206N, 22.00,816.0, 18.00,VB,Active,2026-01-01,Maquillaje,Polvo compacto,24
BX3600,Pegamento Para Uñas, 11.00,492.0, 9.00,VB,Active,2025-12-01,Maquillaje,Uñas,12
BX-414,Kit para Uñas 4 Pzs, 32.00,119.0, 27.00,VB,Active,2029-01-01,Maquillaje,Uñas,12
BX-842,Encrespadora de Pestaña, 22.00,848.0, 18.00,VB,Active,2029-01-01,Maquillaje,Encrespador,12
68603-47,Corrector Super BB, 22.00,360.0, 18.00,VB,Active,2028-05-01,Maquillaje,Corrector,24
LC1182,Aceite Labial + Tinte Para Labios, 22.00,0.0, 18.00,VB,Inactive,2028-06-01,Maquillaje,Labios,24
OLU909-6,Perfume Tubular Vercage, 22.00,96.0, 18.00,VB,Inactive,,Cuidado personal,Perfumes,24
OLU909-81,Perfume Tubular Swiss Army, 22.00,0.0, 18.00,VB,Inactive,,Cuidado personal,Perfumes,24
OLU909-112,Perfume Tubular Mome Blang, 22.00,117.0, 18.00,VB,Active,,Cuidado personal,Perfumes,24
OLU909-171,Perfume Tubular Invictus V, 22.00,24.0, 18.00,VB,Active,,Cuidado personal,Perfumes,24
OLU909-91,Perfume Tubular Invictus, 22.00,0.0, 18.00,VB,Inactive,,Cuidado personal,Perfumes,12
OLU909-50,Perfume Tubular Boos, 22.00,0.0, 18.00,VB,Inactive,,Cuidado personal,Perfumes,24
OLU909-31,Perfume Tubular Blue De Chenale, 22.00,48.0, 18.00,VB,Active,,Cuidado personal,Perfumes,24
OLU909-2,Perfume Tubular Billion Men, 22.00,0.0, 18.00,VB,Inactive,,Cuidado personal,Perfumes,24
OLU909-113,Perfume Tubular 212 Sexy Man, 22.00,0.0, 18.00,VB,Inactive,,Cuidado personal,Perfumes,24
JM-544,Pestañas Postizas 8mm, 24.00,240.0, 20.00,VB,Active,2026-01-01,Maquillaje,Articulos para pestañas,12
C013,Esponjas para maquillar Kiss Lovely C013, 24.00,12.0, 20.00,VB,Active,2029-01-01,Maquillaje,Esponjas de maquillaje,6
T345-24F,Pintura De Uña, 13.00,0.0, 11.00,VB,Inactive,2028-02-01,Maquillaje,Uñas,24
MM-048,Parche Para Ojos De Colágeno, 5.00,9316.0, 4.00,VB,Active,2025-08-01,Maquillaje,Parche para ojos,10
BQY74930,Mascarilla Facial Hidratante de Pepino, 5.00,10.0, 4.00,VB,Inactive,2026-04-01,Cuidado personal,Mascarilla facial,10
SZ-997,Brochas para maquillar 7 Pcs, 95.00,376.0, 80.00,VB,Active,2029-01-01,Maquillaje,Brochas para maquillar,6
GJ7182,Locion Retinol 100g, 59.00,19.0, 50.00,VB,Active,2028-05-01,Cuidado personal,Serum facial,12
GJ7194,Locion Acido Hialuronico 100g, 53.00,60.0, 45.00,VB,Active,2028-05-01,Cuidado personal,Serum facial,12
GJ7186,Contorno De Ojos Retinol 30g, 53.00,116.0, 45.00,VB,Active,2028-05-01,Maquillaje,Contorno de ojos,12
8158,Sombra AnyLady, 45.00,389.0, 38.00,VB,Active,2027-05-01,Maquillaje,Sombra,12
GJ7191,Limpiador Facial Acido Hialuronico 100g, 48.00,165.0, 40.00,VB,Active,2028-05-01,Maquillaje,Desmaquillante ó Limpiador facial,12
FP-3032,Esponja Puff, 48.00,24.0, 40.00,VB,Inactive,2029-01-26,Maquillaje,Esponjas de maquillaje,12
GJ7028,Contorno De Ojos 20ml, 48.00,168.0, 40.00,VB,Active,2028-03-01,Maquillaje,Contorno de ojos,24
SZ-213,Brochas 6 Piezas, 48.00,0.0, 40.00,VB,Inactive,2029-01-26,Maquillaje,Brochas para maquillar,12
VS8861,Polvo Compacto Viktorisa Sempre, 26.00,799.0, 22.00,VB,Active,2028-12-01,Maquillaje,Polvo compacto,12
JM4010,Pestañas 3pcs, 26.00,0.0, 22.00,VB,Inactive,2026-01-01,Maquillaje,Articulos para pestañas,12
LO902,Polvo Suelto Scalon, 26.00,11.0, 22.00,VB,Active,2027-01-01,Maquillaje,Polvo compacto,12
HCC323,Corrector Y Contorno, 26.00,120.0, 22.00,VB,Active,2028-08-01,Maquillaje,Corrector,24
LC1147,Aceite Labial + Tinte Para Labios, 26.00,120.0, 22.00,VB,Active,2028-06-01,Maquillaje,Labios,24
J827,Primer Mattefyng Suncreeen, 13.00,480.0, 11.00,VB,Active,2025-04-01,Maquillaje,Primers de maquillaje,24
J826,Primer Cubreporos, 13.00,624.0, 11.00,VB,Active,2025-04-01,Maquillaje,Primers de maquillaje,24
ST3313,Corrector Natural Anthaway, 13.00,676.0, 11.00,VB,Active,2025-11-01,Maquillaje,Corrector,24
ST3366,Corrector Mate, 13.00,816.0, 11.00,VB,Active,2028-07-01,Maquillaje,Corrector,24
LC991,Brillo Para Labios 24h, 13.00,0.0, 11.00,VB,Inactive,2028-06-01,Maquillaje,Labios,24
ST3342,Base Liviana Natural Mate ANTAWAY, 13.00,288.0, 11.00,VB,Active,2027-03-03,Maquillaje,Base de maquillaje,24
ST3356,Base 36h con Antioxidante Dream Urban Cover Anthaway, 13.00,0.0, 11.00,VB,Inactive,2027-12-01,Maquillaje,Base de maquillaje,24
878,Sombra AnyLady, 29.00,624.0, 24.00,VB,Active,2027-05-01,Maquillaje,Sombra,12
9815V,Polvo Compacto 2 en 1 Viktorisa Sempre, 29.00,660.0, 24.00,VB,Active,2026-12-01,Maquillaje,Polvo compacto,12
9301VS,Rubor Victorisa Sempre, 29.00,671.0, 24.00,VB,Active,2027-12-01,Maquillaje,Blusher,12
LC607,Brillo para Labios, 16.00,1100.0, 13.00,VB,Active,2028-07-01,Maquillaje,Labios,24
JM-4119,Pestañas 2pcs 3D, 18.00,564.0, 15.00,VB,Active,2026-01-01,Maquillaje,Articulos para pestañas,12
36380-47,Labial Matte Karité, 18.00,1032.0, 15.00,VB,Active,2028-04-01,Maquillaje,Labios,24
LC1141,Tinte Para Labios Ice Cream, 15.00,24.0, 12.00,VB,Active,2028-05-01,Maquillaje,Labios,24
H211-24B,Pintura De Uñas, 15.00,0.0, 12.00,VB,Inactive,2028-05-01,Maquillaje,Uñas,24
EB7060,Lápiz Para Cejas, 12.00,696.0, 10.00,VB,Active,2028-06-01,Maquillaje,Delineador,24
2950-47ABCDEF,Bálsamo Labial de Karité, 12.00,288.0, 10.00,VB,Active,2028-03-01,Maquillaje,Labios,48
YD612,Delineador Huda ABC WaterProof, 15.00,48.0, 12.00,VB,Active,2026-01-01,Maquillaje,Delineador,24
MB-022,Lápiz Delineador cafe, 15.00,634.0, 12.00,VB,Active,2026-01-01,Maquillaje,Delineador,12
1808W,Brocha Individual Shadow Brush, 15.00,654.0, 12.00,VB,Active,2029-01-01,Maquillaje,Brochas para maquillar,12
21261VS-C,Rubor 2 en 1 Sombra y Rubor, 15.00,96.0, 12.00,VB,Active,2026-01-01,Maquillaje,Blusher,24
DE8035,Parches Para Ojos, 6.00,1278.0, 5.00,VB,Active,2028-01-01,Maquillaje,Parche para ojos,10
DE8036,Parches Para Labios, 6.00,1358.0, 5.00,VB,Active,2028-01-01,Maquillaje,Labios,10
OLU938-3,Perfume 2i2 para hombre 100ml, 59.00,0.0, 48.00,VB,Inactive,,Cuidado personal,Perfumes,12
7233,Lipgloss Filler Ever Beauty, 19.00,2.0, 16.00,VB,Inactive,2028-08-01,Maquillaje,Labios,48
7152E,Lapiz Labial Mate, 22.00,903.0, 18.00,VB,Active,2027-06-01,Maquillaje,Labios,24
161-0462,Base Alta Cobertura Reducción De Poros, 22.00,504.0, 18.00,VB,Active,2026-08-01,Maquillaje,Base de maquillaje,12
7166E,Labial Ever Beauty, 24.00,528.0, 20.00,VB,Active,2028-01-01,Maquillaje,Labios,48
56839-03,Gel Para Cejas Invisible, 24.00,167.0, 20.00,VB,Active,2028-06-01,Maquillaje,Mascara,12
PK145,Corrector Liquido Pink Key, 24.00,288.0, 20.00,VB,Active,2027-09-01,Maquillaje,Corrector,48
M610,Mascara Para Pestañas, 16.00,576.0, 13.00,VB,Active,2029-01-26,Maquillaje,Mascara,24
TE836,Iluminador Terra Cotta Scalon, 31.00,0.0, 26.00,VB,Inactive,2026-01-01,Maquillaje,Iluminadores,12
M2602,Corrector Antiojeras 24h, 16.00,648.0, 13.00,VB,Active,2026-01-01,Maquillaje,Corrector,24
ST3804,Corrector Alta Cobertura, 16.00,408.0, 13.00,VB,Active,2028-05-01,Maquillaje,Corrector,24
Y-801,Brillo Labial, 15.00,0.0, 12.00,VB,Inactive,2026-01-01,Maquillaje,Labios,24
68960-03CN,Protector Solar 90+, 36.00,3.0, 30.00,VB,Inactive,2028-09-01,Cuidado personal,Protector Solar,12
H96041,Serum Facial Vitamina C 30ml, 30.00,92.0, 25.00,VB,Active,2028-07-01,Cuidado personal,Serum facial,12
H96040,Serum Facial Aloe Vera 30ml, 30.00,169.0, 25.00,VB,Active,2028-07-01,Cuidado personal,Serum facial,12
56964-47,Mascara Para Pestañas Transparente, 26.00,144.0, 22.00,VB,Active,2028-07-01,Maquillaje,Mascara,12
OLU938-1,Perfume Legend para hombre 100ml, 59.00,0.0, 48.00,VB,Inactive,,Cuidado personal,Perfumes,12
OLU938-18,Perfume Cool Girl 100ml, 59.00,0.0, 48.00,VB,Inactive,,Cuidado personal,Perfumes,12
OLU938-10,Perfume Bozzs para hombre 100ml, 59.00,1.0, 48.00,VB,Inactive,,Cuidado personal,Perfumes,12
YMX-1123,Crema Facial de Acido Hialurinico 50g, 48.00,40.0, 40.00,VB,Active,2027-03-01,Cuidado personal,Crema facial,12
006-X2096,Removedor Corporal de Manchas Naranja XQM 100ml, 39.00,645.0, 42.00,Mayz,Active,2025-12-01,Cuidado personal,Crema blanqueadora,25
006-X2097,Removedor Corporal Manchas Coconut XQM 100ml, 39.00,669.0, 42.00,Mayz,Active,2025-12-01,Cuidado personal,Crema blanqueadora,25
006-485512,Crema Corporal Miya Avena 8 Oz, 45.00,0.0, 42.00,Mayz,Inactive,2024-06-30,Cuidado personal,Crema corporal,24
006-SP404B,Crema Miya Corporal 15ozs Vitamina E, 45.00,2253.0, 42.00,Mayz,Active,2025-04-01,Cuidado personal,Crema corporal,12
006-SP404A,Crema Miya Corporal 15ozs Aloe Vera, 45.00,2211.0, 42.00,Mayz,Active,2025-04-28,Cuidado personal,Crema corporal,12
006-485516,Crema Miya Corporal Cocoa 12oz, 45.00,441.0, 42.00,Mayz,Active,2025-04-01,Cuidado personal,Crema corporal,24
006-485515,Crema corporal Aloe Miya 12 Oz, 45.00,62.0, 42.00,Mayz,Active,2025-04-01,Cuidado personal,Crema corporal,24
006-003994-2,Champu Sachet Vinilady Brillo Intenso, 29.00,0.0, 32.00,Mayz,Inactive,2025-02-01,Cuidado personal,Shampoo capilar,12
006-003995-0,Champu Sachet Vinilady Ondas Y Cachos, 38.00,1.0, 32.00,Mayz,Inactive,2025-01-01,Cuidado personal,Shampoo capilar,12
006-M1648,Mascarilla Hidroplastica Facial Tea Tree 120g, 49.00,555.0, 44.00,Mayz,Active,2025-12-01,Cuidado personal,Mascarilla facial,48
006-M1647,Mascarilla Hidroplastica Facial de Olivo Skin White 120g, 49.00,738.0, 44.00,Mayz,Active,2025-12-01,Cuidado personal,Mascarilla facial,48
006-FM08890,Crema para Pies Fasmc 100ml, 39.00,253.0, 37.00,Mayz,Active,2024-09-01,Cuidado personal,Crema para pies,36
006-01086,Shampoo Olive`n Body 400ml, 75.00,12.0, 59.00,Mayz,Active,2025-08-01,Cuidado personal,Shampoo capilar,12
046-U218570,Mascarilla Charcoal Beauty Formulas 100ml, 65.00,681.0, 59.00,Mayz,Active,2025-06-01,Cuidado personal,Mascarilla facial,12
006-WKL52931,Crema Blanqueadora Wokali 100ml, 75.00,11.0, 69.00,Mayz,Inactive,2024-09-01,Cuidado personal,Crema blanqueadora,36
046-U401240,Tónico Facial Vit C Beauty Formula 150ml, 82.00,411.0, 69.00,Mayz,Active,2026-01-01,Maquillaje,Tonico facial,6
046-U423020,Limpiador Facial Vit C Beauty Formula 150ml, 82.00,156.0, 69.00,Mayz,Active,2026-01-01,Maquillaje,Desmaquillante ó Limpiador facial,12
046-U325127,Parches de Gel Para Ojos Carbón Beauty Formula 6UND, 79.00,128.0, 67.00,Mayz,Active,2025-12-01,Maquillaje,Parche para ojos,6
046-U401232,Crema Facial Hidratante de Dia Vit C Beauty Formulas 100ml, 79.00,756.0, 67.00,Mayz,Active,2025-12-01,Cuidado personal,Crema facial,12
006-102884-7,Champu Vinilady 325ml Ondas, 68.00,3.0, 57.00,Mayz,Inactive,,Cuidado personal,Shampoo capilar,12
006-003936-5,Champu Vinilady 325ml Vinilady Natural Relax, 59.00,29.0, 57.00,Mayz,Active,2025-05-01,Cuidado personal,Shampoo capilar,12
006-000661-0,Champu Vinilady 325ml Liso Intenso, 68.00,3.0, 57.00,Mayz,Inactive,,Cuidado personal,Shampoo capilar,12
006-000659-9,Champu Vinilady 325ml Vinilady Fuerza Maxima, 65.00,7.0, 57.00,Mayz,Inactive,2025-02-01,Cuidado personal,Shampoo capilar,12
006-002985-8,Shampoo Anti Caspa Mentol For Men Vinilady 190ml, 89.00,21.0, 86.00,Mayz,Active,2025-03-01,Cuidado personal,Shampoo capilar,24
006-003015-5,Kit Champu 330ml + Acond 310g Vinilady Forca Maxima, 109.00,12.0, 102.00,Mayz,Active,2025-03-01,Cuidado personal,Shampoo capilar,6
006-002852-5,Protector Solar Karite & Vitamina E Fps50 Vinilady 120g, 189.00,6.0, 248.00,Mayz,Active,2024-11-01,Cuidado personal,Protector Solar,12
S17-007,Tratamiento Para Cabello Coco 800g Stay, 108.00,1.0, 72.00,Stay,Inactive,2026-05-07,Cuidado personal,Tratamientos capilares,18
S17-005,Tratamiento Para Cabello Argan 800g Stay, 108.00,18.0, 72.00,Stay,Inactive,2027-10-07,Cuidado personal,Tratamientos capilares,18
S17-009,Tratamiento Para Cabello Aloe Y Keratina 800g Stay, 108.00,1.0, 71.00,Stay,Inactive,2027-11-30,Cuidado personal,Tratamientos capilares,18
S32-001,Toallas Humedas 30 Hojas Pepino Stay, 25.00,0.0, 20.00,Stay,Inactive,2026-09-01,Cuidado personal,Toallas humedas,12
S32-1160,Toallas Húmeda 100 Hojas Antibacterial, 57.00,81.0, 50.00,Stay,Active,2025-12-01,Cuidado personal,Toallas humedas,6
S35-0606,Talco P/Pies 24 Horas, 48.00,0.0, 42.00,Stay,Inactive,2026-01-01,Cuidado personal,Talco,24
S6-1140B,Sombra 2 En 1 Stay, 38.00,312.0, 33.00,Stay,Active,2025-07-01,Maquillaje,Sombra,24
WA-035,Shampoo Y Acondicionador Wao 1380 Ml Coco, 286.00,24.0, 200.00,Stay,Active,2025-10-01,Cuidado personal,Shampoo capilar,6
WA-034,Shampoo Y Acondicionador Wao 1380 Ml Aloe, 286.00,57.0, 200.00,Stay,Active,2025-10-01,Cuidado personal,Shampoo capilar,6
S17-001,Shampoo Y Acondicionador Caja Oliva Stay, 128.00,0.0, 89.00,Stay,Inactive,2026-04-01,Cuidado personal,Shampoo capilar,24
S17-023,Shampoo Y Acondicionador Caja Argan, 128.00,0.0, 89.00,Stay,Active,2025-07-01,Cuidado personal,Shampoo capilar,24
S17-019,Shampoo Y Acondicionador 1000 Ml Oliva, 215.00,0.0, 150.00,Stay,Inactive,2026-02-01,Cuidado personal,Shampoo capilar,8
S17-021,Shampoo Y Acondicionador Keratina 1000ml Stay, 215.00,0.0, 150.00,Stay,Inactive,2027-11-22,Cuidado personal,Shampoo capilar,8
S17-024,Shampoo Y Acondicionador 1000 Ml Argan, 215.00,0.0, 150.00,Stay,Inactive,2026-02-01,Cuidado personal,Shampoo capilar,8
S51-0923,Shampoo Ge Niño y Niña 1000ml, 149.00,5.0, 125.00,Stay,Inactive,,Cuidado personal,Shampoo capilar,8
S23-1345,Shampoo Coco Brillante 500ml, 113.00,0.0, 79.00,Stay,Inactive,2026-05-01,Cuidado personal,Shampoo capilar,12
S17-1121,Shampoo 1000ml Coconut, 95.00,88.0, 84.00,Stay,Active,2024-07-01,Cuidado personal,Shampoo capilar,16
WA-218,Rubor WAO!, 40.00,48.0, 35.00,Stay,Active,2026-04-01,Maquillaje,Blusher,24
WA-221,Mascara de Pestaña Azul WAO! 24H, 29.00,120.0, 35.00,Stay,Active,2024-03-22,Maquillaje,Mascara,24
S8-1005,Mascara de Pestaña Stay 2 En 1, 42.00,575.0, 37.00,Stay,Active,2026-12-01,Maquillaje,Mascara,24
S36-001,Puntero Pincel De Uñas 5 Pcs, 45.00,300.0, 40.00,Stay,Active,2029-01-01,Maquillaje,Uñas,12
S3-011,Protector Solar 50 SPF Stay, 72.00,72.0, 50.00,Stay,Active,2026-11-30,Cuidado personal,Protector Solar,36
S2-0658,Pinza Para Ceja Muñeca, 19.00,1.0, 16.00,Stay,Inactive,,Cuidado personal,Crema depiladora,12
S2-0868,Pinza Depiladora para Ceja Stay, 19.00,6.0, 16.00,Stay,Active,2029-01-01,Cuidado personal,Crema depiladora,12
S2-0511,Pala Y Lima De Pedicure 4 En 1, 48.00,3.0, 40.00,Stay,Inactive,2029-01-01,Cuidado personal,Pala para pedicure,12
