ITEM_ID,SKU (Código de artículo),Nombre,Existencias a mano,Tarifa de compra,Tasa,Fecha de vencimiento,Fabricante
5467547000000344986,S35-001,Exfoliante Corporal Green Tea 532ml,7,NIO69.00,NIO69.00,01 jul 2026,Stay
5467547000000344889,S35-0711,Exfoliante Corporal Mango Y Naranja 532ml,12,NIO47.00,NIO69.00,01 oct 2027,Stay
5467547000000344792,S35-1151,Exfoliante Facial Frutos Silvestres. 6 Oz 170g,230,NIO46.00,NIO66.00,01 nov 2023,Stay
5467547000000344695,WA-007,Exfoliante Facial Wao 250ml,663,NIO46.00,NIO66.00,01 nov 2023,Stay
5467547000000344598,S23-009,Exfoliante Para Rostro Avena Y Miel 500ml Stay,223,NIO113.00,NIO149.00,01 ago 2025,Stay
5467547000000344404,S23-1165,Exfoliante Para Rostro Frutos Silvestres 500ml Stay,8,NIO149.00,NIO149.00,01 ago 2025,Stay
5467547000000344307,S23-008,Exfoliante Para Rostro Menta 500ml,16,NIO113.00,NIO162.00,01 ene 2025,Stay
5467547000000292117,85377-03,Fijador de polvo suelto Kiss Beauty,12,NIO25.60,NIO30.50,01 oct 2028,VB
5467547000000344210,S11-1066,Formador Barba Stay,84,NIO18.00,NIO20.22,01 ene 2029,Stay
5467547000000315983,56939-03HA,Gel de cejas con Ácido Hialurónico,432,NIO18.00,NIO21.18,01 abr 2028,VB
5467547000000335965,56839-03,Gel Para Cejas Invisible,227,NIO20.00,NIO23.53,01 jun 2028,VB
5467547000000314722,006-WKL176,Gel Para Ducha 550ml Bamboo Wokali,116,NIO63.00,NIO70.00,01 oct 2024,Mayz
5467547000000314625,006-WKL258,Gel Para Ducha 550ml Lanolin Wokali,33,NIO63.00,NIO70.00,01 mar 2025,Mayz
5467547000000292214,HS1195,Iluminador Make-up Mecow,48,NIO20.00,NIO24.00,01 dic 2028,VB
5467547000000326362,S6-1140A,Iluminador y bronceador Stay,192,NIO33.00,NIO37.08,01 jul 2025,Stay
5467547000000344016,S33-008,Jabon Para Manos Stay 413ml Apple,49,NIO40.00,NIO44.94,01 abr 2023,Stay
5467547000000343919,S33-004,Jabon Para Manos Stay 413ml Mint,31,NIO40.00,NIO44.94,01 abr 2023,Stay
5467547000000330145,BX-414,Kit para Uñas 4 Pzs,287,NIO27.00,NIO31.76,01 ene 2029,VB
5467547000000290658,K-7775,Labial de Hadas Miss Betty,72,NIO16.69,NIO21.00,01 ene 2028,BISUTERIA
5467547000000335868,7166E,Labial Ever Beauty,672,NIO20.00,NIO23.53,01 ene 2028,VB
5467547000000290561,K3324,Labial Matte 24 hrs Miss Betty,168,NIO17.57,NIO22.00,01 ene 2027,BISUTERIA
5467547000000290464,5389,Labial Matte Chanlanya,192,NIO14.05,NIO18.00,01 ene 2028,BISUTERIA
5467547000000334413,36380-47,Labial Matte Karité,"1,368",NIO15.00,NIO17.65,01 abr 2028,VB
5467547000000288815,9218,Labios mas carnosos Chanlanya,120,NIO16.69,NIO21.00,01 ene 2029,BISUTERIA
5467547000000287457,9219,Labios mas carnosos Chanlanya,96,NIO16.69,NIO21.00,01 ene 2029,BISUTERIA
5467547000000334995,MB-022,Lápiz Delineador Negro,670,NIO12.00,NIO14.12,01 ene 2026,VB
5467547000000287651,CX2059,Lápiz Labial 24 hrs,192,NIO15.81,NIO20.00,01 ene 2027,BISUTERIA
5467547000000313362,5338,Lápiz Labial CHANLANYA Matte 5338,960,NIO12.00,NIO14.12,01 ene 2026,VB
5467547000000313265,5360,Lápiz Labial CHANLANYA Matte 5360,312,NIO12.00,NIO14.12,01 ene 2026,VB
5467547000000313168,5513,Lápiz Labial CHANLANYA Matte 5513,"1,200",NIO12.00,NIO14.12,01 ene 2027,VB
5467547000000286875,CX2186,Lápiz Labial Comfor Beauty,192,NIO15.81,NIO20.00,01 ene 2027,BISUTERIA
5467547000000287166,CX2171,Lápiz Labial Comfor Beauty,192,NIO15.81,NIO20.00,01 ene 2027,BISUTERIA
5467547000000313459,5323,Lápiz Labial Huda Beauty Matte 5323,617,NIO12.00,NIO14.12,01 ene 2026,VB
5467547000000318699,H98149-24B,Lápiz Labial Huda Colores que duran todo el dia,"3,672",NIO12.00,NIO14.12,01 abr 2028,VB
5467547000000296969,H98142-A,Lápiz Labial Huda Mate,"1,073",NIO12.00,NIO14.12,01 may 2028,VB
5467547000000318602,H98144-A,Lápiz Labial Huda Matte H98144-A,"3,930",NIO12.00,NIO14.12,01 jun 2028,VB
5467547000000335674,7152E,Lapiz Labial Mate,975,NIO18.00,NIO21.18,01 jun 2027,VB
5467547000000317147,B7031,Lapiz Labial Mate Beauty Model 24hr,576,NIO11.00,NIO12.94,01 may 2027,VB
5467547000000315789,35002-1,Lapiz Labial Mate Beauty Model Matte 35002-1,978,NIO11.00,NIO12.94,01 jun 2027,VB
5467547000000315692,35008-1,Lapiz Labial Mate Beauty Model Matte 35008-1,570,NIO11.00,NIO12.94,01 sep 2027,VB
5467547000000296872,35010,Lápiz Labial Mate Beauty Model Matte 35010,768,NIO11.00,NIO12.94,01 jul 2027,VB
5467547000000286972,5786,Lápiz Labial Mate Golden Rose,96,NIO15.81,NIO20.00,01 oct 2028,BISUTERIA
5467547000000298036,35006,Lapiz labial Matte Beauty Model,312,NIO11.00,NIO12.94,01 jun 2028,VB
5467547000000297939,T51036,Lapiz labial Matte duradero Top Lady,"3,624",NIO12.00,NIO14.12,01 jun 2028,VB
5467547000000326459,T51037,Lápiz Labial Top Lady,"2,256",NIO12.00,NIO15.00,01 jun 2028,VB
5467547000000334704,EB7060,Lápiz Para Cejas,912,NIO10.00,NIO11.76,01 jun 2028,VB
5467547000000321415,MB-023,Lapiz para cejas,168,NIO18.00,NIO21.00,01 ene 2026,VB
5467547000000289591,E051,Lápiz para cejas SandyBeauty,48,NIO13.18,NIO17.00,01 ene 2027,BISUTERIA
5467547000000343725,S2-0925,Lima Para Pedicure Azucar,276,NIO25.00,NIO28.09,01 ene 2029,Stay
5467547000000343822,S2-0771,Lima Para Pedicure Stay,409,NIO10.00,NIO12.00,01 ene 2029,Stay
5467547000000343628,S2-0061,Lima Para Uña Stay,438,NIO10.00,NIO11.24,01 ene 2029,Stay
5467547000000343531,S2-0581,Limpia Cutícula Stay,108,NIO15.00,NIO20.00,01 ene 2029,Stay
5467547000000322482,RX150X,Limpiador Facial 150ml Multi proposito,181,NIO45.00,NIO52.94,01 may 2026,VB
5467547000000322579,KQ-VC150X,Limpiador Facial 150ml Vitamina C,81,NIO45.00,NIO52.94,01 mar 2026,VB
5467547000000332376,GJ7191,Limpiador Facial Acido Hialuronico 100g,177,NIO40.00,NIO47.06,01 may 2028,VB
5467547000000315595,2377-47A,Limpiador Facial Karité 150ml Aloe,288,NIO60.00,NIO70.59,01 jun 2028,VB
5467547000000315401,2377-47B,Limpiador Facial Karité 150ml Rosas,348,NIO60.00,NIO70.59,01 jun 2028,VB
5467547000000315498,2377-47C,Limpiador Facial Karité 150ml Vitamin E,359,NIO60.00,NIO70.59,01 jun 2028,VB
5467547000000328496,GJ7181,Limpiador Facial Retinol 100g,89,NIO42.00,NIO49.41,01 may 2026,VB
5467547000000343434,S35-0939,Limpiador Facial Rosado 200ml,471,NIO44.00,NIO63.00,01 ene 2026,Stay
5467547000000343337,S35-023,Limpiador Facial Verde 200ml,455,NIO44.00,NIO63.00,01 ene 2026,Stay
5467547000000338972,046-U423020,Limpiador Facial Vit C Beauty Formula 150ml,168,NIO69.00,NIO81.18,01 ene 2026,Mayz
5467547000000332085,GJ7194,Locion Acido Hialuronico 100g,72,NIO45.00,NIO52.94,01 may 2028,VB
5467547000000343240,S35-005,Locion Corporal Aloe Vera 532ml,81,NIO54.00,NIO78.00,01 ene 2026,Stay
5467547000000308512,B0025-BV,Loción Corporal Pink in Sweet 88g,69,NIO25.00,NIO29.41,,VB
5467547000000308609,B0025-ELF,Loción Corporal Pink in Sweet 88g,48,NIO25.00,NIO29.41,01 mar 2026,VB
5467547000000343046,WA-009,Locion Refrescante After Shave P/Hombre 8 Onzas,26,NIO44.00,NIO39.00,01 nov 2023,Stay
5467547000000331988,GJ7182,Locion Retinol 100g,20,NIO50.00,NIO58.82,01 may 2028,VB
5467547000000289688,M2227,Mascara a prueba de agua 4D Romantiic,216,NIO17.13,NIO22.00,01 oct 2028,BISUTERIA
5467547000000325198,ST3816A,Mascara Anthaway transparente azul,"2,496",NIO8.00,NIO9.41,01 abr 2028,VB
5467547000000325295,ST3817R,Mascara Anthaway transparente rosado,"3,600",NIO8.00,NIO9.41,01 abr 2028,VB
5467547000000341688,WA-221,Mascara de Pestaña Azul WAO! 24H,120,NIO35.00,NIO29.00,22 mar 2024,Stay
5467547000000341785,S8-1005,Mascara de Pestaña Stay 2 En 1,575,NIO37.00,NIO41.57,01 dic 2026,Stay
5467547000000329563,8294,Mascara de Pestañas 24H Sky High,839,NIO16.00,NIO18.82,01 dic 2025,VB
5467547000000328399,M0273,Mascara de Pestañas 7D Million Pauline,428,NIO21.00,NIO24.71,01 jun 2026,VB
5467547000000311713,M23-157,Mascara De Pestañas Million Pauline Sube El Volumen,168,NIO16.00,NIO18.82,01 oct 2026,VB
5467547000000329175,M23-48,Mascara de Pestañas Sky High,"1,032",NIO23.00,NIO27.06,01 abr 2026,VB
5467547000000287748,E2231,Mascara Delineador Volumen Rizado,140,NIO16.69,NIO21.00,01 ene 2029,BISUTERIA
5467547000000294059,56821-03,Máscara gel para ceja 3D Kiss Beauty,24,NIO27.00,NIO31.75,01 ene 2028,VB
5467547000000286196,CM-072,Mascara hidratante para pechos Chovemoar,120,NIO7.03,NIO9.00,01 ago 2026,BISUTERIA
5467547000000321318,M22-81,Mascara Million Pauline Ma XXL,"1,260",NIO24.00,NIO28.24,01 abr 2026,VB
5467547000000321221,M23-36,Mascara Million Pauline Refresca y revive,"1,255",NIO24.00,NIO28.24,01 may 2026,VB
5467547000000336159,M610,Mascara Para Pestañas,936,NIO13.00,NIO15.29,26 ene 2029,VB
5467547000000336935,56964-47,Mascara Para Pestañas Transparente,180,NIO22.00,NIO25.88,01 jul 2028,VB
5467547000000308900,LC1310,Mascara para pestañas y cejas en gel con Acido Hialuronico Magic,405,NIO11.00,NIO12.94,01 nov 2028,VB
5467547000000328981,8243,Mascara Para Pies,36,NIO30.00,NIO35.29,01 dic 2025,VB
5467547000000315886,56853-47,Mascara pestaña Karite 56853-47,144,NIO22.00,NIO25.88,01 nov 2027,VB
5467547000000295417,JH8010,Mascara Pestañas Essence,264,NIO12.00,NIO14.12,01 abr 2026,VB
5467547000000295320,23526,Mascara Pestañas y Cejas KIKO,264,NIO12.00,NIO14.12,01 ene 2026,VB
5467547000000324131,S7-001,Mascara Stay transparente en gel,432,NIO29.00,NIO32.58,01 may 2026,Stay
5467547000000324034,S6-1363,Mascara Stay ultra volumen,240,NIO31.00,NIO34.83,01 dic 2025,Stay
5467547000000285899,WA-046,"Mascara Wao! Delineador, Mascara y Lapiz de ceja",188,NIO58.00,NIO69.00,01 dic 2025,Stay
5467547000000338681,046-U218570,Mascarilla Charcoal Beauty Formulas 100ml,693,NIO59.00,NIO65.00,01 jun 2025,Mayz
5467547000000342949,S18-003,Mascarilla Facial De Aguacate Stay,999,NIO17.00,NIO20.00,01 jul 2024,Stay
5467547000000342852,S18-001,Mascarilla Facial De Aloe Vera Stay,431,NIO17.00,NIO20.00,01 jul 2024,Stay
5467547000000342755,S18-002,Mascarilla Facial De Pepino Stay,438,NIO17.00,NIO20.00,01 jul 2024,Stay
5467547000000338390,006-M1647,Mascarilla Hidroplastica Facial de Olivo Skin White 120g,756,NIO44.00,NIO49.00,01 dic 2025,Mayz
5467547000000342658,S40-1021,Mascarilla Hidroplastica Facial de Pepino Stay,228,NIO57.00,NIO59.00,01 abr 2024,Stay
5467547000000338293,006-M1648,Mascarilla Hidroplastica Facial Tea Tree 120g,561,NIO44.00,NIO49.00,01 dic 2025,Mayz
5467547000000342561,S26-004,Navaja De Belleza 2 En 1,636,NIO20.00,NIO22.47,01 ene 2029,Stay
5467547000000323937,S37-0884,Pala para Pedicure Madera Stay,169,NIO21.00,NIO23.60,01 ene 2029,Stay
5467547000000342367,S2-0063,Pala Para Pedicure Plastica,149,NIO19.00,NIO22.35,01 ene 2029,Stay
5467547000000342464,S2-0066,Pala Para pies Metalica Stay,341,NIO17.00,NIO20.00,01 ene 2029,Stay
5467547000000288136,OTS068,Paleta Blush Overture,192,NIO46.12,NIO58.00,01 nov 2027,BISUTERIA
5467547000000286293,8658FF,"Paleta Sombra, Blush e Iluminador Anylady",60,NIO76.86,NIO97.00,01 abr 2028,BISUTERIA
5467547000000287845,ES007,"Paleta Sombra, Blush y Iluminador Moly Coco",120,NIO57.10,NIO72.00,01 ene 2026,BISUTERIA
5467547000000287554,628F,"Paleta Sombra, Blush, Iluminador, Glitter Tutu Time",120,NIO74.66,NIO94.00,25 mar 2029,BISUTERIA
5467547000000287942,OTS018,"Paleta Sombra, Contorno y Blush Overture",239,NIO41.28,NIO52.00,01 jul 2027,BISUTERIA
5467547000000331697,MM-048,Parche Para Ojos De Colágeno,"9,326",NIO4.00,NIO5.00,01 ago 2025,VB
5467547000000339069,046-U325127,Parches de Gel Para Ojos Carbón Beauty Formula 6UND,128,NIO67.00,NIO78.82,01 dic 2025,Mayz
5467547000000335383,DE8036,Parches Para Labios,"1,508",NIO5.00,NIO5.88,01 ene 2028,VB
5467547000000335286,DE8035,Parches Para Ojos,"1,428",NIO5.00,NIO5.88,01 ene 2028,VB
5467547000000328593,JS-1228,Pegamento para Pestañas,218,NIO7.00,NIO8.24,01 dic 2025,VB
5467547000000330048,BX3600,Pegamento Para Uñas,624,NIO9.00,NIO10.59,01 dic 2025,VB
5467547000000328302,BX-3503,Perfiladora De Ceja,764,NIO14.00,NIO16.47,01 ene 2029,VB
5467547000000295514,B518-1,Perfume 2i2 Red 100ml,14,NIO56.00,NIO65.88,01 ago 2028,VB
5467547000000647037,OLU938-5,Perfume 2i2 VIP Men,210,NIO48.00,NIO59.00,,VB
5467547000000291339,OLU938-20,Perfume Amour Amour para mujer 100ml,12,NIO48.00,NIO59.00,,VB
5467547000000309579,B9,Perfume Aventus Creed 100ml,90,NIO120.00,NIO141.18,,VB
5467547000000550352,B853,Perfume Boos The Scent Brown 100ml,86,NIO75.00,NIO89.00,,VB
5467547000000337226,OLU938-10,Perfume Bozzs para hombre 100ml,22,NIO48.00,NIO59.00,,VB
5467547000000647010,OLU938-30,Perfume Disell,60,NIO59.00,NIO59.00,,VB
5467547000000648153,B693,Perfume Giiq,71,NIO72.00,NIO72.00,,VB
5467547000000291632,OLU938-54,Perfume Hello Man 2i2 100ml,12,NIO48.00,NIO59.00,,VB
5467547000000647055,B926,Perfume I Can,36,NIO72.00,NIO85.00,,VB
5467547000000291826,OLU938-21,Perfume IEAU DISSAY para hombre 100ml,63,NIO48.00,NIO59.00,,VB
5467547000000307930,B721-2,Perfume Invictus Aqua 100ml,124,NIO90.00,NIO109.00,,VB
5467547000000307833,B721-4,Perfume Invictus Blue 100ml,122,NIO90.00,NIO109.00,,VB
5467547000000648076,B721,Perfume Invictus Gris,120,NIO99.00,NIO109.00,,VB
5467547000000648067,B721-3,Perfume Invictus Negro,120,NIO90.00,NIO109.00,,VB
5467547000000647046,OLU938-57,Perfume Invictus V,222,NIO59.00,NIO59.00,,VB
5467547000000647001,OLU938-23,Perfume King of Seduction,72,NIO59.00,NIO59.00,,VB
5467547000000337032,OLU938-1,Perfume Legend para hombre 100ml,119,NIO48.00,NIO59.00,,VB
5467547000000321609,OLU988-1,Perfume niña science,24,NIO36.00,NIO42.35,,VB
5467547000000307736,B949-1,Perfume Oud Wood para hombre 100ml,234,NIO75.00,NIO88.24,01 sep 2028,VB
5467547000000291729,OLU938-53,Perfume Swis Amy para mujer 100ml,16,NIO48.00,NIO59.00,,VB
5467547000000309385,B36,Perfume Tom Ford Fabulous 100ml,48,NIO110.00,NIO129.41,,VB
5467547000000309191,B38,Perfume Tom Ford Fkg. fabulous 100ml,49,NIO110.00,NIO129.41,,VB
5467547000000309288,B37,Perfume Tom Ford Oud wood 100ml,48,NIO110.00,NIO129.41,,VB
5467547000000309482,B35,Perfume Tom Ford Tuscan Leather 100ml,22,NIO110.00,NIO129.41,,VB
5467547000000331309,OLU909-113,Perfume Tubular 212 Sexy Man,47,NIO18.00,NIO21.18,,VB
5467547000000331212,OLU909-2,Perfume Tubular Billion Men,71,NIO18.00,NIO21.18,,VB
5467547000000331115,OLU909-31,Perfume Tubular Blue De Chenale,72,NIO18.00,NIO21.18,,VB
5467547000000331018,OLU909-50,Perfume Tubular Boos,23,NIO18.00,NIO21.18,,VB
5467547000000330921,OLU909-91,Perfume Tubular Invictus,47,NIO18.00,NIO21.18,,VB
5467547000000330824,OLU909-171,Perfume Tubular Invictus V,72,NIO18.00,NIO21.18,,VB
5467547000000330727,OLU909-112,Perfume Tubular Mome Blang,141,NIO18.00,NIO21.18,,VB
5467547000000330630,OLU909-81,Perfume Tubular Swiss Army,48,NIO18.00,NIO21.18,,VB
5467547000000318990,JM-599,Pestañas 1 pcs Nooralazawi hechas a mano 3D,146,NIO10.00,NIO11.76,01 ene 2026,VB
5467547000000318893,JM-603,Pestañas 1pcs Nooralazawi hechas a mano 5D,104,NIO10.00,NIO11.76,01 ene 2026,VB
5467547000000318796,JM-570,Pestañas 1pcs Nooralazawi Nudes 3D,196,NIO10.00,NIO11.76,01 ene 2026,VB
5467547000000334316,JM-4119,Pestañas 2pcs 3D,720,NIO15.00,NIO17.65,01 ene 2026,VB
5467547000000332861,JM4010,Pestañas 3pcs,51,NIO22.00,NIO25.88,01 ene 2026,VB
5467547000000331406,JM-544,Pestañas Postizas 8mm,408,NIO20.00,NIO23.53,01 ene 2026,VB
5467547000000328205,BX3626,Piedra Jade,"1,080",NIO28.00,NIO32.94,01 ene 2029,VB
5467547000000323743,S21-021,Pincel Para Uñas,34,NIO12.00,NIO13.48,01 ene 2026,Stay
5467547000000342173,S2-0868,Pinza Depiladora para Ceja Stay,246,NIO16.00,NIO19.00,01 ene 2029,Stay
5467547000000295029,LO904,Polvo Banana Suelto Scanlon Iluminador Bronzing,57,NIO10.00,NIO11.76,01 ene 2026,VB
5467547000000334025,9815V,Polvo Compacto 2 en 1 Viktorisa Sempre,696,NIO24.00,NIO28.24,01 dic 2026,VB
5467547000000321124,M22-51,Polvo Compacto Doble Million Pauline tono claro,81,NIO45.00,NIO52.94,01 ene 2026,VB
5467547000000316953,A-3495,Polvo Compacto Mayeiline A-3495,779,NIO30.00,NIO35.29,01 may 2028,VB
5467547000000316856,A-3496,Polvo Compacto Mayeiline A-3496,828,NIO30.00,NIO35.29,01 may 2028,VB
5467547000000329951,9206N,Polvo Compacto Note Flash Touch 9206N,840,NIO18.00,NIO21.18,01 ene 2026,VB
5467547000000314916,1721N-B,Polvo Compacto Note Worthy 1721N-B,672,NIO24.00,NIO28.24,01 dic 2027,VB
5467547000000316662,9206N-L9,Polvo compacto Note Worthy Flash touch 9206N-L9,"1,008",NIO23.00,NIO27.06,01 ene 2026,VB
5467547000000315110,2118N-A,Polvo compacto Note Worthy Glitter Story,695,NIO24.00,NIO28.24,01 dic 2027,VB
5467547000000316759,9301N-B,Polvo compacto Note Worthy Natural nude,528,NIO24.00,NIO28.24,01 dic 2027,VB
5467547000000332764,VS8861,Polvo Compacto Viktorisa Sempre,835,NIO22.00,NIO25.88,01 dic 2028,VB
5467547000000558247,WA-174,Polvo Compacto WAO!,264,NIO32.00,NIO37.00,01 dic 2025,Stay
5467547000000329466,VS1712,Polvo Compacto y Bronceador Viktorisa Sempre,744,NIO32.00,NIO37.65,01 ene 2026,VB
5467547000000320445,LO903,Polvo suelto banana Scanlon,36,NIO27.00,NIO31.76,01 ene 2027,VB
5467547000000332958,LO902,Polvo Suelto Scalon,23,NIO22.00,NIO25.88,01 ene 2027,VB
5467547000000329660,2188VS,Polvo Suelto Viktorisa Sempre,948,NIO25.00,NIO29.41,01 dic 2026,VB
5467547000000297163,2056,Primer 24k Rose Silver Kaliya Beauty,624,NIO11.00,NIO12.94,01 ago 2028,VB
5467547000000321706,P004,Primer baby skin Maybelline borrador de poros,"3,828",NIO14.00,NIO18.00,01 ene 2026,VB
5467547000000321803,P003,Primer base Mate Infalible Lorel,"3,348",NIO14.00,NIO18.00,01 ene 2026,VB
5467547000000318117,F007A,Primer CHANLANYA glitter,180,NIO32.00,NIO37.65,01 ene 2026,VB
5467547000000318214,F007B,Primer CHANLANYA transparente,204,NIO32.00,NIO37.65,01 ene 2026,VB
5467547000000290367,CX7530,Primer Comfor Beauty,120,NIO13.18,NIO17.00,01 ene 2026,BISUTERIA
5467547000000333346,J826,Primer Cubreporos,672,NIO11.00,NIO12.94,01 abr 2025,VB
5467547000000287360,CX6215,Primer Fit me Comfor Beauty,120,NIO13.18,NIO17.00,01 ene 2026,BISUTERIA
5467547000000319087,L014,Primer Fit me! Alta duracion Love is beauty 24hr,"1,253",NIO30.00,NIO35.29,01 ene 2026,VB
5467547000000326071,Z204,Primer Kaliya Beauty,24,NIO11.00,NIO12.94,01 mar 2025,VB
5467547000000325974,Y3015,Primer Kaliya Beauty Unicor,"3,184",NIO11.00,NIO12.94,01 jun 2028,VB
5467547000000325877,Y3014,Primer Kaliya Beauty Vitamina C,456,NIO11.00,NIO12.94,01 jun 2028,VB
5467547000000327526,ST009,Primer L.A Girl Alta definición,432,NIO11.00,NIO12.94,01 abr 2028,VB
5467547000000317050,B51,Primer Mac Skin Base Visage,"1,332",NIO30.00,NIO35.29,01 abr 2027,VB
5467547000000333249,J827,Primer Mattefyng Suncreeen,504,NIO11.00,NIO12.94,01 abr 2025,VB
5467547000000329854,M0195,Primer Million Pauline,240,NIO34.00,NIO40.00,01 nov 2025,VB
5467547000000310646,161-3024,Primer para rostro Kaliya Beauty Acabado húmedo definitivo,"1,248",NIO11.00,NIO12.94,01 ago 2028,VB
5467547000000310355,161-3020,Primer para rostro Kaliya Beauty Aloe 16H,"1,335",NIO11.00,NIO12.94,01 ago 2028,VB
5467547000000310549,161-095,Primer para rostro Kaliya Beauty Alta adherencia,"1,152",NIO11.00,NIO12.94,01 ago 2028,VB
5467547000000310452,161-065,Primer para rostro Kaliya Beauty Vitamina C,405,NIO11.00,NIO12.94,01 ago 2028,VB
5467547000000311228,460,Primer Top Face Para Pieles Secas Rellena & Refresca,720,NIO11.00,NIO12.94,01 jul 2027,VB
5467547000000311325,N221,Primer Top Face Rellena & Refresca,696,NIO11.00,NIO12.94,01 dic 2025,VB
5467547000000328108,6001,Protector Solar,645,NIO28.00,NIO32.94,01 may 2025,VB
5467547000000341979,S3-011,Protector Solar 50 SPF Stay,72,NIO50.00,NIO72.00,30 nov 2026,Stay
5467547000000295611,DS5195,Protector Solar Disaar Anti-ultravioleta SPF50 50ml,69,NIO24.00,NIO28.24,01 ago 2028,VB
5467547000000296387,68532-47A,Protector Solar Karité 60ml SPF90,129,NIO32.00,NIO37.65,01 ago 2028,VB
5467547000000288912,WKL327,Protector Solar Wokali,120,NIO48.31,NIO62.00,12 abr 2029,BISUTERIA
5467547000000289106,WKL329,Protector Solar Wokali 90 spf,120,NIO48.31,NIO62.00,12 abr 2029,BISUTERIA
5467547000000289009,WKL328,Protector Solar Wokali 90 Spf,108,NIO48.31,NIO62.00,12 abr 2029,BISUTERIA
5467547000000341882,S36-001,Puntero Pincel De Uñas 5 Pcs,336,NIO40.00,NIO44.94,01 ene 2029,Stay
5467547000000325683,WA-012,Rasuradora 3 Hojillas Wao azul!,144,NIO40.00,NIO44.94,01 ene 2029,Stay
5467547000000337420,006-X2096,Removedor Corporal de Manchas Naranja XQM 100ml,682,NIO42.00,NIO39.00,01 dic 2025,Mayz
5467547000000337517,006-X2097,Removedor Corporal Manchas Coconut XQM 100ml,707,NIO42.00,NIO39.00,01 dic 2025,Mayz
5467547000000289300,SAC005-1,Removedor de maquillaje SAS,60,NIO52.70,NIO66.00,01 ene 2029,BISUTERIA
5467547000000289397,SAC005-4,Removedor de maquillaje SAS,60,NIO52.70,NIO66.00,01 ene 2029,BISUTERIA
5467547000000289203,SAC005-2,Removedor de maquillaje SAS,60,NIO52.70,NIO66.00,01 ene 2029,BISUTERIA
5467547000000327235,161-008,Rizador De Pestaña Princess Art,160,NIO22.00,NIO25.88,01 ene 2029,VB
5467547000000323646,S2-1371,Rizador de Pestaña Stay,60,NIO36.00,NIO40.45,01 ene 2029,Stay
5467547000000335189,21261VS-C,Rubor 2 en 1 Sombra y Rubor,384,NIO12.00,NIO14.12,01 ene 2026,VB
5467547000000329078,SB802,Rubor Scalon,251,NIO60.00,NIO70.59,01 ene 2028,VB
5467547000000334122,9301VS,Rubor Victorisa Sempre,815,NIO24.00,NIO28.24,01 dic 2027,VB
5467547000000341591,WA-218,Rubor WAO!,48,NIO35.00,NIO39.33,01 abr 2026,Stay
5467547000000322094,RE-2038,Secadora De Cabello Reddenton 3000w,15,NIO260.00,NIO305.88,26 ene 2029,VB
5467547000000321997,RE-2004,Secadora De Cabello Remlngton 5000w,10,NIO230.00,NIO270.59,26 ene 2029,VB
5467547000000336838,H96040,Serum Facial Aloe Vera 30ml,167,NIO25.00,NIO29.41,01 jul 2028,VB
5467547000000288621,GZ8100089,Serum Facial Aloe Vera Mlundo,120,NIO25.91,NIO33.00,01 mar 2028,BISUTERIA
5467547000000288427,GZ8100090,"Serum Facial Arroz, Vit C, Acido Hialurónico, Aloe Vera",48,NIO25.91,NIO33.00,01 mar 2028,BISUTERIA
5467547000000322773,KQ-BNS100,Serum Facial de Acido Hialuronico 100ml,250,NIO40.00,NIO47.06,01 mar 2026,VB
5467547000000329272,GJ7193,Serum Facial de Acido Hialuronico 40ml,95,NIO32.00,NIO37.65,01 may 2028,VB
5467547000000326556,WHD-A03,Serum Facial de Aloe Vera 30ml,62,NIO26.00,NIO30.59,01 sep 2025,VB
5467547000000322870,KQ-DM100,Serum Facial de Arroz 100ml,179,NIO40.00,NIO47.06,01 jun 2026,VB
5467547000000286778,GZ8100088,Serum Facial de Arroz 30ml,120,NIO25.91,NIO33.00,01 ene 2029,BISUTERIA
5467547000000322191,RKQ-DM30,Serum Facial de Arroz Erha21 30ml,51,NIO25.00,NIO29.41,01 jun 2026,VB
5467547000000322288,RKQ-2609,Serum Facial de Colágeno Erha21 30ml,423,NIO25.00,NIO29.41,01 jun 2026,VB
5467547000000288524,GZ8100130,Serum Facial de Colageno Mlundo,120,NIO25.91,NIO33.00,01 ago 2028,BISUTERIA
5467547000000322676,KQ-VE100,Serum Facial de Vitamina E 100ml,142,NIO40.00,NIO47.06,01 mar 2026,VB
5467547000000336741,H96041,Serum Facial Vitamina C 30ml,95,NIO25.00,NIO29.41,01 jul 2028,VB
5467547000000322385,KQ-6201,Serum Facial Vitamina C Erha21 30ml,513,NIO25.00,NIO29.41,01 jun 2026,VB
5467547000000296484,AC3219,"Set 3 piezas SkinCare Colageno, Vit C, Acido Hialuronico 30ml Aichun",218,NIO80.00,NIO94.12,01 jun 2028,VB
5467547000000308027,B0060-IV,Set de body Pink in Sweet 4pcs 20ml,31,NIO56.00,NIO65.88,01 oct 2028,VB
5467547000000308318,B0060-LO,Set de body Pink in Sweet 4pcs 20ml,16,NIO56.00,NIO65.88,01 oct 2028,VB
5467547000000323258,S2-0759,Set de esponjas para maquillar Stay,36,NIO22.00,NIO24.72,01 ene 2029,Stay
5467547000000328787,BX3612,Set De Limpieza Facial,101,NIO65.00,NIO76.47,01 ene 2029,VB
5467547000000328884,BX3535,Set De Maquillaje,20,NIO90.00,NIO105.88,01 ene 2026,VB
5467547000000323549,S2-1276,Set para Ceja Set 3 Pzas,22,NIO32.00,NIO35.96,26 ene 2029,Stay
